meterID,testYear,installationYear,meterSize,meterMake,accuracy
41161699,2018,1991,5/8,NEPTUNE,99.45%
87108442,2019,2009,5/8,NEPTUNE,99.89%
44127632,2020,1998,"5/8""",NEPTUNE,100.34%
36227391,2018,1991,5/8,NEPTUNE,83.42%
84319465,2018,2007,5/8,NEPTUNE,98.55%
28618768,2019,1982,5/8,NEPTUNE,99.22%
36229182,2019,1991,"5/8""",NEPTUNE,100.35%
38010147,2019,1993,5/8,NEPTUNE,97.63%
37689418,2019,1992,5/8,NEPTUNE,99.60%
42949780,2018,1997,5/8,NEPTUNE,99.06%
36023390,2018,1991,5/8,NEPTUNE,84.13%
79078608,2018,2004,5/8,NEPTUNE,99.28%
78733453,2019,2003,5/8,NEPTUNE,99.31%
44127160,2019,1998,5/8,NEPTUNE,98.19%
41011959,2018,1995,5/8,NEPTUNE,98.08%
36228469,2018,1991,5/8,NEPTUNE,100.01%
14048442,2019,2000,"5/8""",BADGER,100.40%
25108574,2019,1977,5/8,NEPTUNE,100.11%
93277767,2019,2013,5/8,NEPTUNE,98.54%
82820736,2018,2006,5/8,NEPTUNE,97.80%
44463505,2019,1998,5/8,NEPTUNE,100.44%
84320489,2019,2007,5/8,NEPTUNE,100.22%
45885528,2019,1999,5/8,NEPTUNE,99.06%
83100506,2018,2006,5/8,NEPTUNE,97.28%
80611632,2018,2005,5/8,NEPTUNE,99.17%
6038785,2018,1956,"5/8""",TRIDENT,88.99%
120182,2018,1950,5/8,TRIDENT,98.83%
45250432,2019,1998,5/8,NEPTUNE,99.04%
36440606,2019,1991,5/8,NEPTUNE,99.48%
43764943,2020,1997,"5/8""",NEPTUNE,99.19%
89017572,2019,2010,5/8,NEPTUNE,99.61%
34655891,2019,1990,5/8,NEPTUNE,97.76%
82820092,2018,2006,5/8,NEPTUNE,98.86%
90730005,2019,2011,5/8,NEPTUNE,97.96%
18654611,2018,2003,5/8,BADGER,96.70%
74229875,2018,2000,5/8,NEPTUNE,98.81%
44129628,2019,1998,5/8,NEPTUNE,100.13%
89401739,2018,2010,5/8,NEPTUNE,98.38%
78395522,2019,2003,5/8,NEPTUNE,100.48%
42285008,2018,1996,5/8,NEPTUNE,98.80%
37237212,2018,1992,"5/8""",NEPTUNE,99.42%
42720275,2018,1997,5/8,NEPTUNE,98.93%
44465802,2019,1998,5/8,NEPTUNE,98.97%
37086964,2018,1992,5/8,NEPTUNE,98.07%
42285480,2018,1996,5/8,NEPTUNE,98.34%
9353613,2018,1958,5/8,TRIDENT,87.32%
42950389,2019,1997,5/8,NEPTUNE,98.57%
46941149,2018,1999,5/8,NEPTUNE,100.02%
74595429,2019,2000,5/8,NEPTUNE,86.43%
6174633,2018,1953,5/8,TRIDENT,98.16%
17564271,2019,2017,"5/8""",BADGER,99.93%
94692734,2019,1995,"5/8""",BADGER,99.78%
81547045,2019,2005,5/8,NEPTUNE,98.87%
83102633,2018,2006,5/8,NEPTUNE,99.93%
95210059,2019,1995,5/8,BADGER,99.54%
19076164,2019,2003,5/8,BADGER,99.96%
84064722,2019,2007,5/8,NEPTUNE,98.90%
94305787,2019,1994,5/8,BADGER,100.98%
89016893,2018,2010,5/8,NEPTUNE,99.81%
15200684,2019,2015,"5/8""",BADGER,100.62%
17922380,2019,2002,5/8,BADGER,99.30%
89945277,2019,2010,5/8,NEPTUNE,98.61%
87108442,2019,2009,5/8,NEPTUNE,99.97%
19204253,2018,2003,3/4,BADGER,98.90%
46939707,2019,1999,5/8,NEPTUNE,98.89%
41326716,2018,1995,5/8,NEPTUNE,98.17%
34567739,2019,1990,5/8,NEPTUNE,87.08%
42501786,2018,1996,5/8,NEPTUNE,98.30%
85379270,2018,2007,5/8,NEPTUNE,99.95%
92154983,2019,2012,5/8,NEPTUNE,98.84%
43429057,2018,1997,5/8,NEPTUNE,99.05%
94305024,2018,1994,5/8,BADGER,99.86%
42949754,2018,1997,5/8,NEPTUNE,98.39%
44761317,2019,1998,5/8,NEPTUNE,99.32%
73341690,2019,2000,5/8,NEPTUNE,98.32%
18657569,2018,2003,5/8,BADGER,99.04%
42721439,2019,1997,5/8,NEPTUNE,96.74%
80325332,2018,2004,5/8,NEPTUNE,98.93%
11684342,2018,1957,5/8,TRIDENT,-3.80%
84833837,2018,2007,5/8,NEPTUNE,98.54%
42501811,2019,1996,5/8,NEPTUNE,101.48%
41162075,2019,1995,5/8,NEPTUNE,98.34%
28883230,2018,1983,5/8,NEPTUNE,101.45%
85639532,2018,2008,5/8,NEPTUNE,99.39%
94204714,2018,1994,5/8,BADGER,98.64%
80324930,2018,2004,5/8,NEPTUNE,99.67%
83101099,2019,2006,5/8,NEPTUNE,0.00%
78732713,2018,2003,5/8,NEPTUNE,95.63%
31511156,2019,1999,1,NEPTUNE,101.41%
25108639,2018,1978,5/8,NEPTUNE,93.44%
44759836,2019,1998,5/8,NEPTUNE,98.69%
17546416,2019,2010,"5/8""",BADGER,100.42%
30930935,2019,1986,5/8,NEPTUNE,96.29%
74594706,2018,2000,5/8,NEPTUNE,85.65%
6993630,2018,1953,5/8,TRIDENT,100.50%
38037088,2018,1993,5/8,NEPTUNE,99.99%
33467490,2019,1988,5/8,NEPTUNE,98.00%
81211478,2018,2005,5/8,NEPTUNE,98.59%
81999142,2018,2006,5/8,NEPTUNE,99.61%
85379327,2019,2007,5/8,NEPTUNE,95.99%
9741522,2019,1957,"5/8""",TRIDENT,99.37%
82283312,2018,2006,5/8,NEPTUNE,98.87%
84066199,2019,2007,"5/8""",NEPTUNE,99.75%
85378560,2018,2007,5/8,NEPTUNE,99.67%
17922420,2018,2002,5/8,BADGER,97.27%
94304416,2018,1994,5/8,BADGER,98.99%
87106558,2019,2009,5/8,NEPTUNE,97.24%
13302860,2019,2013,"5/8""",BADGER,99.80%
42501828,2019,1996,5/8,NEPTUNE,97.94%
82284156,2019,2006,5/8,NEPTUNE,98.40%
40648535,2018,1995,5/8,NEPTUNE,99.24%
81999520,2018,2006,5/8,NEPTUNE,99.26%
78733842,2018,2003,5/8,NEPTUNE,99.07%
33118304,2019,1998,5/8,NEPTUNE,98.02%
94492529,2018,1994,5/8,BADGER,99.55%
91378570,2019,2011,5/8,NEPTUNE,99.39%
46567851,2018,1999,5/8,NEPTUNE,99.61%
90489951,2020,1990,"5/8""",BADGER,101.35%
18432571,2019,2002,5/8,BADGER,99.48%
28465414,2018,1982,5/8,NEPTUNE,85.77%
17922036,2019,2002,"5/8""",BADGER,99.76%
95211690,2019,1995,5/8,BADGER,99.32%
93278304,2019,2013,5/8,NEPTUNE,82.98%
36032014,2019,1991,5/8,NEPTUNE,98.11%
78394123,2018,2003,5/8,NEPTUNE,100.08%
10830920,2018,1971,5/8,BADGER,99.35%
91377358,2019,2000,"5/8""",NEPTUNE,99.81%
42501417,2019,1996,"5/8""",NEPTUNE,99.46%
80613319,2018,2005,5/8,NEPTUNE,100.44%
27888193,2019,1981,5/8,NEPTUNE,98.91%
81210676,2018,2005,5/8,NEPTUNE,99.59%
81211920,2019,2005,5/8,NEPTUNE,99.71%
6318025,2018,1952,"5/8""",TRIDENT,94.03%
6089798,2019,1956,5/8,TRIDENT,98.38%
25108840,2019,1978,5/8,NEPTUNE,92.16%
42501417,2018,1995,5/8,BADGER,99.46%
74594584,2019,2000,5/8,NEPTUNE,99.38%
90423728,2019,1990,5/8,BADGER,99.52%
87401773,2020,2010,"5/8""",NEPTUNE,99.43%
18829998,2019,2019,"5/8"" ",BADGER,99.80%
89402284,2019,2010,5/8,NEPTUNE,99.33%
83617529,2018,2007,5/8,NEPTUNE,99.46%
81211384,2019,2005,"5/8""",NEPTUNE,85.98%
7848134,2019,1952,5/8,TRIDENT,90.62%
42501244,2019,1996,5/8,NEPTUNE,99.26%
80611830,2019,2005,5/8,NEPTUNE,100.58%
83100359,2018,2006,5/8,NEPTUNE,100.14%
44463656,2018,1998,5/8,NEPTUNE,100.22%
85379684,2018,2007,"5/8""",NEPTUNE,84.35%
78732782,2018,2003,5/8,NEPTUNE,99.38%
78733331,2018,2003,5/8,NEPTUNE,99.08%
93277745,2018,2013,5/8,NEPTUNE,85.49%
79705583,2019,2004,5/8,NEPTUNE,98.69%
44536308,2018,1998,5/8,NEPTUNE,100.23%
84318472,2018,2007,5/8,NEPTUNE,99.05%
92842403,2019,2012,"5/8""",NEPTUNE,97.78%
37797658,2019,1993,5/8,NEPTUNE,99.70%
23326887,2018,1978,5/8,NEPTUNE,99.66%
79405688,2019,2004,5/8,NEPTUNE,99.91%
82820149,2019,2006,5/8,NEPTUNE,97.33%
14687413,2020,2010,"5/8""",BADGER,100.77%
95211563,2018,1995,5/8,BADGER,99.94%
18656097,2018,2003,5/8,BADGER,99.51%
14391591,2019,2010,"1""",BADGER,100.11%
33465161,2018,1988,"5/8""",NEPTUNE,90.84%
7194713,2018,1954,"5/8""",TRIDENT,91.32%
84064816,2019,2007,"5/8""",NEPTUNE,98.86%
40650514,2019,1995,5/8,NEPTUNE,100.21%
37798840,2020,1993,"5/8""",NEPTUNE,99.70%
79405734,2019,2004,"5/8""",NEPTUNE,100.48%
4064842X,2018,1995,5/8,NEPTUNE,98.68%
45574278,2019,1999,5/8,NEPTUNE,99.29%
91665361,2018,2012,5/8,NEPTUNE,99.58%
44465801,2019,1998,5/8,NEPTUNE,99.21%
37086629,2018,1992,"5/8""",NEPTUNE,89.76%
34655852,2018,1990,5/8,NEPTUNE,98.80%
32800933,2018,1988,5/8,NEPTUNE,97.87%
78733000,2018,2003,5/8,NEPTUNE,98.65%
87107160,2018,2009,5/8,NEPTUNE,99.65%
27841821,2018,1981,5/8,NEPTUNE,89.23%
43429171,2018,1997,5/8,NEPTUNE,99.42%
82284108,2018,2006,5/8,NEPTUNE,99.96%
33895115,2018,2007,1,BADGER,100.72%
94303869,2018,1994,5/8,BADGER,99.17%
42947539,2019,1997,5/8,NEPTUNE,102.33%
78393918,2019,2003,5/8,NEPTUNE,98.57%
43429243,2018,1997,5/8,NEPTUNE,99.67%
91376543,2018,2011,5/8,NEPTUNE,98.76%
18854402,2019,2003,5/8,BADGER,99.17%
16588526,2019,2000,"5/8""",BADGER,100.24%
9353359,2018,1951,5/8,TRIDENT,82.86%
78733469,2018,2003,5/8,NEPTUNE,98.74%
17544097,2018,2017,"5/8""",BADGER,99.11%
81548990,2018,2005,5/8,NEPTUNE,99.61%
37530030,2019,1992,5/8,NEPTUNE,97.47%
92841821,2018,2012,5/8,NEPTUNE,83.40%
46212517,2018,1999,5/8,NEPTUNE,98.34%
10112252,2019,1954,5/8,TRIDENT,97.10%
17207757,2019,2001,5/8,BADGER,99.24%
85637615,2018,2008,5/8,NEPTUNE,99.36%
82283734,2019,2006,5/8,NEPTUNE,98.63%
17268859,2018,2001,5/8,BADGER,96.34%
82000137,2019,2006,5/8,NEPTUNE,99.79%
17544689,2019,2010,"5/8""",BADGER,100.71%
18655009,2019,2003,5/8,BADGER,99.86%
34566954,2018,1990,5/8,NEPTUNE,40.76%
94204750,2019,1994,5/8,BADGER,99.55%
86240560,2019,2008,5/8,NEPTUNE,98.66%
78393766,2018,2003,5/8,NEPTUNE,99.73%
85380313,2019,2007,5/8,NEPTUNE,97.51%
14412512,2019,2014,"5/8""",BADGER,99.39%
2713001,2018,1957,5/8,TRIDENT,99.66%
94705580,2019,1994,5/8,BADGER,98.90%
94691525,2019,1995,5/8,BADGER,99.61%
18655228,2019,2003,5/8,BADGER,99.35%
25108873,2018,1978,5/8,NEPTUNE,97.77%
18084189,2018,2002,5/8,BADGER,99.11%
34180705,2018,1989,5/8,NEPTUNE,78.74%
84835110,2019,2007,5/8,NEPTUNE,84.40%
15249266,2020,2010,"5/8""",BADGER,101.09%
45575062,2018,1999,5/8,NEPTUNE,99.38%
78393598,2018,2003,5/8,NEPTUNE,100.11%
94305218,2019,1994,5/8,BADGER,98.92%
46212084,2018,1999,5/8,NEPTUNE,98.89%
10492670,2019,1951,"5/8""",TRIDENT,86.08%
86698620,2019,2008,"5/8""",NEPTUNE,98.65%
16660607,2019,2016,1,BADGER,95.02%
37529471,2018,1992,5/8,NEPTUNE,96.71%
79404349,2019,2004,5/8,NEPTUNE,99.69%
8718664,2019,1956,5/8,TRIDENT,98.12%
42949643,2018,1997,5/8,NEPTUNE,98.84%
80861884,2018,2005,5/8,NEPTUNE,99.64%
93276093,2018,2013,5/8,NEPTUNE,83.64%
36226566,2018,1991,"5/8""",NEPTUNE,89.20%
92153687,2019,2012,5/8,NEPTUNE,97.12%
22789135,2018,1977,5/8,NEPTUNE,99.59%
42720229,2018,1997,5/8,NEPTUNE,100.23%
42285446,2019,1996,5/8,NEPTUNE,100.22%
22788946,2018,1980,5/8,NEPTUNE,99.59%
92842584,2019,2012,5/8,NEPTUNE,82.38%
43763939,2018,1997,5/8,NEPTUNE,99.48%
36031119,2018,2009,1,BADGER,99.04%
42949441,2019,1997,5/8,NEPTUNE,99.43%
15201371,2019,2015,"5/8""",BADGER,100.54%
44127057,2018,1998,5/8,NEPTUNE,94.33%
45251182,2019,1998,5/8,NEPTUNE,99.20%
88521776,2019,2009,5/8,NEPTUNE,99.51%
43764830,2019,1997,5/8,NEPTUNE,98.90%
41013046,2018,1995,5/8,NEPTUNE,98.54%
41993570,2018,1996,5/8,NEPTUNE,99.51%
86241861,2019,2008,5/8,NEPTUNE,99.28%
95040382,2019,1995,5/8,BADGER,100.60%
18432632,2018,2002,5/8,BADGER,99.93%
3060783,2018,1953,5/8,TRIDENT,77.28%
38024588,2018,1993,5/8,NEPTUNE,82.07%
18432702,2018,2002,5/8,BADGER,99.97%
38993172,2018,1994,5/8,NEPTUNE,98.66%
51900541,2019,2010,"5/8""",BADGER,100.27%
33467496,2018,1988,5/8,NEPTUNE,77.24%
80612339,2018,2005,5/8,NEPTUNE,99.70%
41325370,2018,1995,5/8,NEPTUNE,97.47%
40650693,2019,1995,5/8,NEPTUNE,98.68%
95042405,2018,1995,5/8,BADGER,98.67%
46941080,2018,1999,5/8,NEPTUNE,99.30%
46212640,2019,1999,5/8,NEPTUNE,98.36%
28464851,2019,1982,5/8,NEPTUNE,99.41%
45251577,2019,1998,5/8,NEPTUNE,99.19%
13622670,2019,2014,"5/8""",BADGER,100.55%
34180173,2019,1989,5/8,NEPTUNE,82.95%
41325839,2018,1995,5/8,NEPTUNE,99.36%
17737532,2019,2002,5/8,BADGER,99.23%
94705994,2019,1994,5/8,BADGER,99.78%
43766329,2018,1997,5/8,NEPTUNE,99.18%
41994244,2019,1996,5/8,NEPTUNE,99.38%
15199191,2019,2016,"5/8""",BADGER,100.18%
82284554,2019,2006,5/8,NEPTUNE,99.14%
32746499,2019,1987,5/8,NEPTUNE,98.54%
13304127,2020,2010,"5/8""",BADGER,98.42%
90423683,2018,1990,5/8,BADGER,98.76%
84833930,2019,2007,5/8,NEPTUNE,98.18%
45885880,2018,1999,5/8,NEPTUNE,99.21%
25031189,2018,1973,5/8,NEPTUNE,98.38%
13489835,2019,2010,1,BADGER,101.94%
80862464,2019,2005,5/8,NEPTUNE,99.22%
46568722,2018,1999,5/8,NEPTUNE,99.33%
86241480,2019,2008,5/8,NEPTUNE,97.42%
79705777,2018,2004,5/8,NEPTUNE,99.10%
86242294,2018,2008,5/8,NEPTUNE,99.07%
41012079,2018,1995,5/8,NEPTUNE,99.28%
17418075,2019,2001,5/8,BADGER,99.10%
46939512,2019,1999,5/8,NEPTUNE,99.55%
87107307,2019,2009,5/8,NEPTUNE,99.78%
16995541,2019,2001,5/8,BADGER,99.58%
4228554X,2018,1996,5/8,NEPTUNE,98.86%
85378822,2018,2007,5/8,NEPTUNE,40.85%
79078695,2018,2004,5/8,NEPTUNE,99.79%
37238091,2018,1992,5/8,NEPTUNE,97.04%
82284519,2018,2006,"5/8""",NEPTUNE,99.19%
17922419,2019,2002,5/8,BADGER,99.78%
16995542,2018,2001,5/8,BADGER,99.36%
41523462,2019,1996,5/8,NEPTUNE,98.54%
80862510,2018,2005,5/8,NEPTUNE,98.45%
36022990,2019,1991,5/8,NEPTUNE,99.75%
34247788,2018,1989,5/8,NEPTUNE,88.60%
85379416,2019,2007,"5/8""",NEPTUNE,97.69%
83616590,2018,2007,5/8,NEPTUNE,98.54%
43430549,2019,2008,5/8,NEPTUNE,98.83%
82819885,2018,2006,5/8,NEPTUNE,100.09%
89943525,2019,2010,5/8,NEPTUNE,95.10%
41522900,2019,1996,5/8,NEPTUNE,98.94%
15799920,2019,2016,"5/8""",BADGER,100.52%
44761209,2018,1998,5/8,NEPTUNE,72.86%
85639566,2019,2008,5/8,NEPTUNE,98.93%
83618422,2019,2007,5/8,NEPTUNE,98.54%
85379030,2018,2007,5/8,NEPTUNE,98.65%
91376552,2019,2011,5/8,NEPTUNE,97.83%
45250948,2018,1998,5/8,NEPTUNE,99.51%
79078751,2018,2004,5/8,NEPTUNE,99.84%
36023078,2019,1991,5/8,NEPTUNE,96.59%
42719635,2018,1997,5/8,NEPTUNE,98.00%
37806748,2019,1993,5/8,NEPTUNE,99.02%
91664495,2019,2012,5/8,NEPTUNE,99.54%
15478608,2019,2015,"5/8""",BADGER,100.64%
42720506,2018,1997,5/8,NEPTUNE,100.80%
1757954,2018,1959,"5/8""",TRIDENT,84.17%
25254896,2019,1978,5/8,NEPTUNE,97.84%
41994292,2019,1996,5/8,NEPTUNE,98.45%
43763770,2018,1997,5/8,NEPTUNE,98.07%
80612724,2019,2005,5/8,NEPTUNE,100.20%
28675596,2019,1983,5/8,NEPTUNE,99.75%
73339565,2018,2000,5/8,NEPTUNE,99.67%
74231177,2019,2000,5/8,NEPTUNE,99.13%
94305759,2018,1994,5/8,BADGER,98.59%
74595220,2019,2000,5/8,NEPTUNE,98.62%
92154973,2019,2012,5/8,NEPTUNE,99.28%
37082275,2018,1992,5/8,NEPTUNE,97.57%
87594114,2019,2009,5/8,NEPTUNE,92.38%
34568322,2019,1990,5/8,NEPTUNE,15.12%
14642573,2018,1959,5/8,TRIDENT,-3.80%
18500929,2019,2019,"5/8"" ",BADGER,99.98%
40739152,2018,1995,5/8,NEPTUNE,98.42%
85636817,2019,2008,5/8,NEPTUNE,84.69%
44129136,2019,1998,5/8,NEPTUNE,98.31%
45574338,2019,1999,5/8,NEPTUNE,99.12%
28309522,2018,1990,5/8,NEPTUNE,98.43%
28619345,2018,1978,5/8,NEPTUNE,80.40%
46213133,2018,1999,5/8,NEPTUNE,99.56%
36229272,2018,1991,5/8,NEPTUNE,97.52%
46939196,2018,1999,5/8,NEPTUNE,98.96%
3492301,2018,1957,5/8,TRIDENT,87.87%
17736573,2019,2002,5/8,BADGER,99.49%
37082376,2019,1992,"5/8""",NEPTUNE,98.97%
14221513,2019,2010,"5/8""",BADGER,100.54%
34567111,2019,1990,5/8,NEPTUNE,84.38%
41993981,2018,1996,5/8,NEPTUNE,99.41%
89016705,2019,2010,5/8,NEPTUNE,98.96%
28581139,2018,1982,5/8,NEPTUNE,98.90%
16451173,2019,2010,"1""",BADGER,100.11%
19078672,2019,2003,5/8,BADGER,100.92%
7518007,2019,1952,5/8,BADGER,96.21%
15199450,2018,2015,"5/8""",BADGER,100.62%
33467902,2018,1988,5/8,NEPTUNE,82.01%
16176559,2018,2019,"5/8"" ",BADGER,99.97%
80612369,2018,2005,5/8,NEPTUNE,99.92%
83100983,2019,2006,5/8,NEPTUNE,95.83%
7404113,2018,1952,5/8,TRIDENT,96.33%
73339557,2018,2000,5/8,NEPTUNE,98.86%
85638334,2019,2008,5/8,NEPTUNE,97.15%
22769426,2018,1977,5/8,NEPTUNE,97.75%
18656470,2019,2003,5/8,BADGER,99.55%
45574059,2019,1999,5/8,NEPTUNE,100.03%
41523094,2019,1996,5/8,NEPTUNE,99.57%
42947728,2019,1997,5/8,NEPTUNE,100.05%
35826965,2018,1991,5/8,NEPTUNE,99.32%
90488130,2019,1990,"5/8""",BADGER,99.45%
83617971,2018,2007,5/8,NEPTUNE,0.00%
78733408,2019,2003,5/8,NEPTUNE,99.18%
36946121,2018,1992,5/8,NEPTUNE,98.93%
5480207,2019,1952,5/8,TRIDENT,100.53%
44129138,2018,1998,5/8,NEPTUNE,98.89%
87595086,2019,2009,"5/8""",NEPTUNE,100.32%
44759347,2018,1998,5/8,NEPTUNE,99.25%
78732404,2019,2003,5/8,NEPTUNE,98.62%
6347859,2018,1957,5/8,TRIDENT,99.24%
177382X3,2018,2002,5/8,BADGER,98.97%
89016877,2019,2010,5/8,NEPTUNE,99.04%
41524251,2018,1996,5/8,NEPTUNE,99.90%
79078339,2019,2004,5/8,NEPTUNE,100.29%
41325720,2018,1995,"5/8""",NEPTUNE,99.06%
90365970,2018,2011,5/8,NEPTUNE,96.85%
17418022,2020,2001,"5/8""",BADGER,100.99%
32380308,2018,2005,1,BADGER,99.61%
80326550,2018,2004,5/8,NEPTUNE,99.73%
772371,2019,1954,5/8,TRIDENT,80.97%
33468904,2019,1988,5/8,NEPTUNE,93.64%
84835568,2019,2007,5/8,NEPTUNE,100.31%
34655597,2019,1990,5/8,NEPTUNE,71.64%
29933950,2019,1976,"5/8""",NEPTUNE,99.42%
79405513,2019,2004,5/8,NEPTUNE,99.17%
92153631,2018,2012,5/8,NEPTUNE,98.21%
30179765,2018,1985,"5/8""",NEPTUNE,14.97%
18432860,2018,2002,5/8,BADGER,96.08%
74594829,2019,2000,5/8,NEPTUNE,99.94%
15254793,2019,2010,"5/8""",BADGER,100.53%
29714467,2018,1984,5/8,NEPTUNE,86.44%
18856302,2019,2003,"5/8""",BADGER,100.03%
80611520,2019,2005,"5/8""",NEPTUNE,99.56%
80324374,2018,2004,5/8,NEPTUNE,99.85%
91378861,2019,2011,5/8,NEPTUNE,102.35%
79704341,2018,2004,5/8,NEPTUNE,98.96%
92841723,2019,2012,5/8,NEPTUNE,95.62%
90729321,2019,2011,5/8,NEPTUNE,96.85%
17736373,2018,2002,5/8,BADGER,99.87%
94707864,2019,1994,5/8,BADGER,98.04%
44759752,2018,1998,5/8,NEPTUNE,98.60%
83617070,2019,2007,5/8,NEPTUNE,95.94%
86698042,2019,2008,"5/8""",NEPTUNE,101.49%
16587747,2019,2010,"5/8""",BADGER,100.26%
36443345,2018,1991,5/8,NEPTUNE,99.22%
86698715,2018,2008,5/8,NEPTUNE,97.61%
35826192,2018,1991,5/8,NEPTUNE,99.12%
42721445,2019,1997,5/8,NEPTUNE,98.99%
37806742,2019,1993,"5/8""",NEPTUNE,101.34%
74594708,2019,2000,5/8,NEPTUNE,99.32%
84318643,2018,2007,5/8,NEPTUNE,83.37%
78395351,2019,2003,5/8,NEPTUNE,98.66%
37525385,2018,1992,5/8,NEPTUNE,98.21%
41522833,2018,1996,5/8,NEPTUNE,98.79%
46566600,2018,1999,5/8,NEPTUNE,99.07%
79078823,2019,2004,5/8,NEPTUNE,97.87%
17737699,2019,2002,"5/8""",BADGER,99.76%
44129671,2019,1998,5/8,NEPTUNE,99.81%
17922236,2018,2002,5/8,BADGER,99.68%
91376915,2018,2011,5/8,NEPTUNE,100.57%
79078630,2019,2004,5/8,NEPTUNE,99.84%
84319385,2019,2007,"5/8""",NEPTUNE,99.43%
19079161,2018,2003,5/8,BADGER,99.21%
89945232,2019,2010,5/8,NEPTUNE,99.58%
91664278,2019,2012,5/8,NEPTUNE,98.87%
1928146,2018,1958,5/8,TRIDENT,94.41%
42721457,2018,1997,5/8,NEPTUNE,99.70%
10927627,2019,1956,5/8,TRIDENT,98.74%
85378761,2018,2007,5/8,NEPTUNE,99.07%
17417018,2019,2001,5/8,BADGER,98.04%
19079396,2019,2003,5/8,BADGER,100.01%
86240711,2019,2008,"5/8""",NEPTUNE,86.18%
86239975,2019,2008,5/8,NEPTUNE,94.28%
91377780,2019,2011,5/8,NEPTUNE,98.96%
81547063,2018,2005,5/8,NEPTUNE,98.15%
84064752,2018,2007,5/8,NEPTUNE,98.91%
42283990,2018,1996,5/8,NEPTUNE,98.40%
91379287,2019,2011,5/8,NEPTUNE,99.44%
40739138,2019,1995,5/8,NEPTUNE,97.27%
93278299,2018,2013,5/8,NEPTUNE,98.42%
36443104,2018,1991,5/8,NEPTUNE,85.37%
83618992,2018,2007,5/8,NEPTUNE,83.39%
10343290,2018,1952,5/8,TRIDENT,30.53%
74594853,2019,2000,5/8,NEPTUNE,99.45%
89402309,2018,2010,5/8,NEPTUNE,98.74%
17418212,2018,2001,5/8,BADGER,100.20%
92841358,2018,2012,5/8,NEPTUNE,97.03%
13542022,2018,1957,5/8,TRIDENT,95.47%
2081701,2018,1956,5/8,TRIDENT,97.98%
46939486,2019,1999,"5/8""",NEPTUNE,99.68%
8518898,2019,1959,5/8,TRIDENT,86.50%
25254689,2019,1979,5/8,NEPTUNE,95.52%
89403024,2019,2010,"5/8""",NEPTUNE,100.85%
86698925,2018,2008,5/8,NEPTUNE,98.53%
18086071,2019,2002,5/8,BADGER,100.13%
33118226,2018,1988,5/8,NEPTUNE,94.35%
37237250,2019,1992,"5/8""",NEPTUNE,99.20%
17207657,2019,2001,5/8,BADGER,98.32%
81998359,2019,2006,5/8,NEPTUNE,99.02%
2813446,2018,1954,5/8,TRIDENT,92.60%
74595773,2018,2000,5/8,NEPTUNE,98.19%
17921039,2018,2002,5/8,BADGER,100.17%
90848851,2019,1990,5/8,BADGER,101.23%
34079368,2018,1989,5/8,NEPTUNE,92.35%
94707621,2018,1994,5/8,BADGER,100.98%
44129239,2019,1998,5/8,NEPTUNE,98.73%
84318256,2018,2007,5/8,NEPTUNE,83.16%
44759662,2018,1998,5/8,NEPTUNE,98.88%
15253187,2019,2010,"5/8""",BADGER,100.74%
90489976,2018,1990,5/8,BADGER,97.36%
6993236,2019,1958,5/8,TRIDENT,94.30%
91379041,2018,2011,5/8,NEPTUNE,98.29%
8916983X,2018,2010,5/8,NEPTUNE,98.94%
41161771,2019,1995,5/8,NEPTUNE,98.80%
73696101,2018,2000,5/8,NEPTUNE,99.83%
16984545,2019,2010,"5/8""",BADGER,100.36%
83616719,2019,2007,5/8,NEPTUNE,99.24%
16656788,2019,2010,"5/8""",BADGER,100.31%
86242226,2018,2008,5/8,NEPTUNE,97.87%
17566149,2019,2001,5/8,BADGER,99.05%
44129417,2018,1998,5/8,NEPTUNE,98.13%
37798644,2019,1993,5/8,NEPTUNE,99.69%
82283269,2019,2006,"5/8""",NEPTUNE,99.35%
8611157,2019,2005,"5/8""",NEPTUNE,-3.87%
13623813,2020,2010,"5/8""",BADGER,100.27%
90367013,2019,2011,5/8,NEPTUNE,99.81%
18085946,2018,2002,5/8,BADGER,99.56%
86241112,2018,2008,5/8,NEPTUNE,99.76%
14922967,2018,1955,5/8,TRIDENT,101.10%
92152712,2019,2012,"5/8""",NEPTUNE,99.19%
42718797,2018,1997,5/8,NEPTUNE,98.59%
18450696,2018,2018,"5/8""",BADGER,101.89%
32124848,2019,1987,5/8,NEPTUNE,78.62%
81998594,2019,2006,5/8,NEPTUNE,98.34%
88523259,2018,2009,5/8,NEPTUNE,99.34%
90730407,2018,2011,5/8,NEPTUNE,97.35%
86241238,2018,2008,5/8,NEPTUNE,98.82%
94706591,2019,1994,5/8,BADGER,99.54%
94205235,2018,1994,5/8,BADGER,100.12%
6439669,2019,1952,5/8,TRIDENT,85.22%
80326507,2018,2004,5/8,NEPTUNE,98.56%
44466085,2019,1998,5/8,NEPTUNE,97.46%
6386469,2018,1951,5/8,TRIDENT,14.87%
34031101,2018,2010,1,BADGER,101.15%
18083579,2019,2002,5/8,BADGER,97.66%
89402238,2018,2010,5/8,NEPTUNE,99.30%
86241343,2018,2008,5/8,NEPTUNE,99.83%
18431644,2020,2002,"5/8""",BADGER,100.13%
91665457,2019,2012,5/8,NEPTUNE,98.84%
45575120,2019,1999,5/8,NEPTUNE,98.71%
41011231,2018,1995,5/8,NEPTUNE,99.09%
